CIFName,MaxInPlane,MinInPlane,MaxOutPlane,MinOutPlane,MaxTilt,MinTilt,MaxOctAngleVariance,MinOctAngleVariance
pbe_0_00000000.vasp,32.46358024667791,31.85092229406547,1.1074118218880926,0.9086324332758977,32.47498542274795,31.868258986641052,93.81069464986237,5.7299848040517
pbe_0_00000101.vasp,34.741514769709426,28.972343871106602,6.986037758937982,0.04184927901422952,34.95668393521518,29.734236124213567,94.38173444344191,6.99611549789083
pbe_0_00001010.vasp,34.493713773289585,29.278394662898904,7.381565677483053,0.0845162531737742,34.72499721190613,30.11506188701412,96.26271078760614,9.759937104478512
pbe_0_00001111.vasp,33.46744751071958,27.48091299574412,2.713614376168863,0.05461854353467288,33.46696444029962,27.480027487618713,95.00452482492912,6.636670995697094
pbe_0_01010000.vasp,34.938754104040896,29.6981388185809,6.909774619281308,0.04657364993045121,35.15804436198289,30.14751743050428,96.08314019180544,9.472972682113687
pbe_0_01010101.vasp,33.04648640477035,31.466139883589165,12.265334879738049,0.6565159419034217,33.66222593659654,31.63622612644994,96.97703483760655,17.02119291263781
pbe_0_01011010.vasp,33.38221411637403,29.005053156077906,1.009764527943446,0.027086375152919118,33.384173371512816,29.005064756004998,93.12329210800719,6.1504848538306485
pbe_0_01011111.vasp,34.95958426292424,29.12696885286789,7.608258666431055,0.09277848698195612,35.11099298291441,30.021059081828582,97.31257094386427,10.429960477212644
pbe_0_10100000.vasp,34.89350157175198,29.404321201680943,6.873013874546757,0.05187079320319299,35.099431578942244,29.734279717130022,94.36659501457949,6.840311361635522
pbe_0_10100101.vasp,33.76725983862622,28.899817158057658,1.9920862731733564,0.2891569538024328,33.76878757482214,28.901144750471587,91.39695597637002,0.9406640466366171
pbe_0_10101010.vasp,33.06802978839025,31.381563219256407,12.713866240777747,0.501061890202692,33.70434591269043,31.689375957617187,97.10218241045632,18.276479401686714
pbe_0_10101111.vasp,34.916485750531706,29.19961218939551,7.527792997498153,0.13271794109331836,35.045588538557894,30.074608326846317,94.39842464984063,8.791486535500608
